"","x_1","x_2","y"
"2463",0.531329031376847,5.56151855840547,1
"2511",2.35025044928752,5.78592511784443,1
"2227",-0.0892360062714226,5.07203991304376,1
"526",1.34713564215034,1.55266399883819,-1
"195",0.523092262522758,-0.964934960438151,-1
"2986",1.62445939181735,6.25222211105323,1
"1842",1.87884019815337,1.46328802902493,-1
"1142",1.66234246982392,0.915864810637125,-1
"3371",0.490532538777456,4.61340863096101,1
"1253",2.52027599950915,2.4086600258429,-1
"1268",2.47399686707482,1.60012336088057,-1
"1038",1.41274076617429,1.21153447719893,-1
"3446",2.82055860299963,5.72214078964933,1
"665",2.58120135843909,1.75778982809843,-1
"2650",2.77490996692439,4.80038803049692,1
"1627",2.15693009725205,1.38552338923215,-1
"3840",1.26480113066841,5.05535352609533,1
"2757",2.19917248707677,7.25703960578143,1
"1011",2.78619770851654,1.62360966744586,-1
"1115",3.947616577083,3.1140827751041,-1
"953",2.69599303093098,0.966884185469556,-1
"348",2.08307799228462,0.819919708163625,-1
"1017",2.75145181260111,1.36919273638814,-1
"3721",0.68841311554812,4.36810960129257,1
"2013",3.64099764868984,7.80104105633387,1
"1379",2.40711997197432,1.0367316639399,-1
"2888",3.01419231239598,6.25972904379708,1
"2074",1.94148037922344,5.73248250103561,1
"2567",1.01792862361047,5.8091173924254,1
"1450",0.805477093620523,0.132727063365861,-1
"1673",3.08836786919695,-1.20100797936062,-1
"1790",1.89265769812781,0.848252124838345,-1
"211",1.82327551250915,1.6807228374562,-1
"2980",2.22477368298092,6.08768779671016,1
"1614",2.93988859208129,1.28624668197436,-1
"2641",1.53404329015171,5.12272548512529,1
"555",1.03762827161726,0.938399483072415,-1
"1895",2.7186466811324,-0.13031569296409,-1
"373",1.86499157701242,1.87270826312304,-1
"2892",0.674026246194982,4.26020812074238,1
"1167",2.22930217065315,0.591567910543076,-1
"2592",0.178732126384985,4.68973252168236,1
"2538",1.90709323269881,5.97514241055237,1
"3693",1.44218635001052,6.37727650999141,1
"1799",2.39410857139456,2.79531212329947,-1
"905",-0.20331170982021,-1.16560990507517,-1
"2985",2.0950845920409,5.88840444837058,1
"1866",2.12696252719203,1.10297305112611,-1
"1047",3.30166317629292,1.16296499425902,-1
"2971",1.93645832380293,6.38914773188459,1
"3004",1.32535269121273,6.15570856803687,1
"309",2.19651811078434,0.846797116437358,-1
"3207",0.397108638284016,5.29614717259877,1
"3893",1.27360150133671,5.30840941464262,1
"1248",1.45811224210673,-0.479626496673523,-1
"166",1.67260825154042,0.474100795963399,-1
"217",1.80734410329526,1.32715837387331,-1
"1314",2.40021682028929,0.518157722989731,-1
"2629",0.897367804924093,6.21578284956572,1
"2120",2.203071363887,5.1927933272921,1
"588",3.53948393537913,0.234688582930211,-1
"1599",0.747901194467689,0.209232198369327,-1
"141",-0.0563018219286713,0.165213865886085,-1
"722",0.243095344793686,-1.29181402983675,-1
"2907",2.25552911366599,4.80605410660066,1
"153",3.20945773703385,2.5769589679316,-1
"294",1.98163348625319,1.33416723341186,-1
"277",2.28969913448649,1.67728405252734,-1
"1487",1.53504901763468,-0.767625266314852,-1
"41",2.02177733658132,2.47567795781567,-1
"2479",2.33296946719815,5.99714554700581,1
"2138",2.7159924784083,7.69378389487011,1
"316",2.68097940286108,1.32300712105542,-1
"3295",1.94212764387659,5.60626386078144,1
"2576",1.92495973373487,5.31299242925932,1
"3188",1.13673786030282,6.21525261272266,1
"3678",2.47203850418567,6.16262685942847,1
"2822",3.55215272947001,5.472860383518,1
"2795",3.60687560242312,6.20219650503012,1
"2504",1.80698449573545,5.91341875543591,1
"2646",1.13709515616855,4.47177396748338,1
"3111",3.12940832604366,6.44652436120932,1
"1183",2.98298941600402,2.29615635923195,-1
"752",1.65145282302077,1.74012444127142,-1
"3281",1.96945743957747,6.14858362922561,1
"374",1.40319449238314,0.530258807210088,-1
"3994",0.816096537431687,5.58741401560792,1
"2033",1.59958641495621,4.63135790422958,1
"2082",1.27307219724713,5.91871296349813,1
"516",1.0993369741763,2.58244208688298,-1
"13",2.3639559542183,1.63699437338125,-1
"2117",-0.0660034987290872,5.05105988055739,1
"2038",2.09436895203725,6.11930327721193,1
"1919",1.84845657037005,-0.13568750467462,-1
"755",2.95028431403053,2.63656885352503,-1
"2457",1.06281932208003,3.85896681372406,1
"1332",3.38063329973833,1.50759878494492,-1
"3350",0.224575245416435,6.6929529352791,1
